Date;consumption
2021-05-23;5938.043348000001
2021-05-07;9993.808726
2021-05-25;8549.51381
2021-05-26;7759.651358
2021-05-29;5680.0397699999985
2021-05-11;7041.459093999998
2021-05-12;7892.282531000002
2021-06-01;5961.730798000004
2021-05-14;6953.383908
2021-05-15;6032.289297
2021-06-03;5081.145329999999
2021-06-04;5981.319354
2021-05-17;7811.799033000003
2021-05-17;8083.139714
2021-05-19;8428.242628000009
2021-05-23;6135.618624000001
2021-05-24;6913.8057800000015
2021-06-13;4772.1120569999985
2021-06-14;6483.728852
2021-05-26;7473.838454999998
2021-05-28;8488.533504
2021-06-17;6284.833618
2021-06-20;4224.607514
2021-06-20;4289.048243
2021-06-05;5817.946099
2021-06-05;5891.779967
2021-06-26;4632.6453630000005
2021-06-06;5648.541774
2021-06-27;4683.156192000003
2021-06-07;6446.474954999998
2021-06-09;6756.010764999997
2021-06-10;6803.008295999999
2021-06-11;6388.059415999997
2021-07-02;6651.639112999997
